Distance (m),Longitude,Latitude,Elevation (m)
297787.7445,-120.6544449,46.08349993,939
297939.0594,-120.6523615,46.0835833,936
298090.3743,-120.650278,46.08366667,926
298241.6892,-120.6481946,46.08375004,905
298393.0041,-120.6461111,46.08383342,889
298544.319,-120.6440277,46.08391679,880
298695.6339,-120.6419442,46.08400016,872
298846.9488,-120.6398607,46.08408353,870
298998.2637,-120.6377773,46.0841669,865
299149.5787,-120.6356938,46.08425028,849
299300.8936,-120.6336104,46.08433365,838
299452.2085,-120.6315269,46.08441702,831
299603.5234,-120.6294434,46.08450039,828
299754.8383,-120.62736,46.08458376,831
299906.1532,-120.6252765,46.08466713,826
300057.4681,-120.6231931,46.08475051,844
300208.783,-120.6211096,46.08483388,852
300360.0979,-120.6190261,46.08491725,859
300511.4129,-120.6169427,46.08500062,864
300662.7278,-120.6148592,46.08508399,859
300814.0427,-120.6127758,46.08516737,847
300965.3576,-120.6106923,46.08525074,841
301116.6725,-120.6086088,46.08533411,833
301267.9874,-120.6065254,46.08541748,835
301419.3023,-120.6044419,46.08550085,836
301570.6172,-120.6023585,46.08558422,838
301721.9321,-120.600275,46.0856676,841
301873.2471,-120.5981915,46.08575097,838
302024.562,-120.5961081,46.08583434,829
302175.8769,-120.5940246,46.08591771,821
302327.1918,-120.5919412,46.08600108,813
302478.5067,-120.5898577,46.08608445,804
302629.8216,-120.5877743,46.08616783,789
302781.1365,-120.5856908,46.0862512,761
302932.4514,-120.5836073,46.08633457,734
303083.7663,-120.5815239,46.08641794,707
303235.0813,-120.5794404,46.08650131,704
303386.3962,-120.577357,46.08658469,740
303537.7111,-120.5752735,46.08666806,769
303689.026,-120.57319,46.08675143,782
303840.3409,-120.5711066,46.0868348,788
303991.6558,-120.5690231,46.08691817,786
304142.9707,-120.5669397,46.08700154,756
304294.2856,-120.5648562,46.08708492,702
304445.6005,-120.5627727,46.08716829,648
304596.9154,-120.5606893,46.08725166,610
304748.2304,-120.5586058,46.08733503,579
304899.5453,-120.5565224,46.0874184,605
305050.8602,-120.5544389,46.08750178,577
305202.1751,-120.5523554,46.08758515,518
305353.49,-120.550272,46.08766852,496
305504.8049,-120.5481885,46.08775189,507
305656.1198,-120.5461051,46.08783526,514
305807.4347,-120.5440216,46.08791863,518
305958.7496,-120.5419381,46.08800201,532
306110.0646,-120.5398547,46.08808538,553
306261.3795,-120.5377712,46.08816875,584
306412.6944,-120.5356878,46.08825212,603
306564.0093,-120.5336043,46.08833549,595
306715.3242,-120.5315209,46.08841886,587
306866.6391,-120.5294374,46.08850224,584
307017.954,-120.5273539,46.08858561,590
307169.2689,-120.5252705,46.08866898,600
307320.5838,-120.523187,46.08875235,619
307471.8988,-120.5211036,46.08883572,640
307623.2137,-120.5190201,46.0889191,676
307774.5286,-120.5169366,46.08900247,723
307925.8435,-120.5148532,46.08908584,761
308077.1584,-120.5127697,46.08916921,757
308228.4733,-120.5106863,46.08925258,748
308379.7882,-120.5086028,46.08933595,788
308531.1031,-120.5065193,46.08941933,846
308682.418,-120.5044359,46.0895027,833
308833.733,-120.5023524,46.08958607,807
308985.0479,-120.500269,46.08966944,745
309136.3628,-120.4981855,46.08975281,791
309287.6777,-120.496102,46.08983619,865
309438.9926,-120.4940186,46.08991956,905
309590.3075,-120.4919351,46.09000293,910
309741.6224,-120.4898517,46.0900863,911
309892.9373,-120.4877682,46.09016967,907
310044.2522,-120.4856847,46.09025304,910
310195.5671,-120.4836013,46.09033642,911
310346.8821,-120.4815178,46.09041979,901
310498.197,-120.4794344,46.09050316,889
310649.5119,-120.4773509,46.09058653,909
310800.8268,-120.4752675,46.0906699,895
310952.1417,-120.473184,46.09075327,854
311103.4566,-120.4711005,46.09083665,872
311254.7715,-120.4690171,46.09092002,860
311406.0864,-120.4669336,46.09100339,891
311557.4013,-120.4648502,46.09108676,918
311708.7163,-120.4627667,46.09117013,931
311860.0312,-120.4606832,46.09125351,945
312011.3461,-120.4585998,46.09133688,952
312162.661,-120.4565163,46.09142025,956
312313.9759,-120.4544329,46.09150362,957
312465.2908,-120.4523494,46.09158699,942
312616.6057,-120.4502659,46.09167036,924
312767.9206,-120.4481825,46.09175374,938
312919.2355,-120.446099,46.09183711,948
313070.5505,-120.4440156,46.09192048,945
313221.8654,-120.4419321,46.09200385,930
313373.1803,-120.4398486,46.09208722,920
313524.4952,-120.4377652,46.0921706,914
313675.8101,-120.4356817,46.09225397,937
313827.125,-120.4335983,46.09233734,939
313978.4399,-120.4315148,46.09242071,930
314129.7548,-120.4294313,46.09250408,917
314281.0697,-120.4273479,46.09258745,899
314432.3847,-120.4252644,46.09267083,884
314583.6996,-120.423181,46.0927542,881
314735.0145,-120.4210975,46.09283757,883
314886.3294,-120.4190141,46.09292094,894
315037.6443,-120.4169306,46.09300431,917
315188.9592,-120.4148471,46.09308768,910
315340.2741,-120.4127637,46.09317106,896
315491.589,-120.4106802,46.09325443,877
315642.9039,-120.4085968,46.0933378,863
315794.2188,-120.4065133,46.09342117,868
315945.5338,-120.4044298,46.09350454,885
316096.8487,-120.4023464,46.09358792,894
316248.1636,-120.4002629,46.09367129,877
316399.4785,-120.3981795,46.09375466,889
316550.7934,-120.396096,46.09383803,885
316702.1083,-120.3940125,46.0939214,882
316853.4232,-120.3919291,46.09400477,872
317004.7381,-120.3898456,46.09408815,870
317156.053,-120.3877622,46.09417152,875
317307.368,-120.3856787,46.09425489,876
317458.6829,-120.3835952,46.09433826,874
317609.9978,-120.3815118,46.09442163,869
317761.3127,-120.3794283,46.09450501,859
317912.6276,-120.3773449,46.09458838,847
318063.9425,-120.3752614,46.09467175,846
318215.2574,-120.3731779,46.09475512,846
318366.5723,-120.3710945,46.09483849,827
318517.8872,-120.369011,46.09492186,818
318669.2022,-120.3669276,46.09500524,818
318820.5171,-120.3648441,46.09508861,824
318971.832,-120.3627607,46.09517198,805
319123.1469,-120.3606772,46.09525535,791
319274.4618,-120.3585937,46.09533872,781
319425.7767,-120.3565103,46.0954221,758
319577.0916,-120.3544268,46.09550547,708
319728.4065,-120.3523434,46.09558884,691
319879.7214,-120.3502599,46.09567221,754
320031.0364,-120.3481764,46.09575558,758
320182.3513,-120.346093,46.09583895,755
320333.6662,-120.3440095,46.09592233,750
320484.9811,-120.3419261,46.0960057,744
320636.296,-120.3398426,46.09608907,734
320787.6109,-120.3377591,46.09617244,730
320938.9258,-120.3356757,46.09625581,727
321090.2407,-120.3335922,46.09633918,703
321241.5556,-120.3315088,46.09642256,659
321392.8705,-120.3294253,46.09650593,640
321544.1855,-120.3273418,46.0965893,632
321695.5004,-120.3252584,46.09667267,603
321846.8153,-120.3231749,46.09675604,592
321998.1302,-120.3210915,46.09683942,614
322149.4451,-120.319008,46.09692279,619
322300.76,-120.3169245,46.09700616,604
322452.0749,-120.3148411,46.09708953,573
322603.3898,-120.3127576,46.0971729,569
322754.7047,-120.3106742,46.09725627,573
322906.0197,-120.3085907,46.09733965,594
323057.3346,-120.3065073,46.09742302,654
323208.6495,-120.3044238,46.09750639,672
323359.9644,-120.3023403,46.09758976,640
323511.2793,-120.3002569,46.09767313,639
323662.5942,-120.2981734,46.09775651,681
323813.9091,-120.29609,46.09783988,695
323965.224,-120.2940065,46.09792325,691
324116.5389,-120.291923,46.09800662,684
324267.8539,-120.2898396,46.09808999,661
324419.1688,-120.2877561,46.09817336,656
324570.4837,-120.2856727,46.09825674,651
324721.7986,-120.2835892,46.09834011,642
324873.1135,-120.2815057,46.09842348,634
325024.4284,-120.2794223,46.09850685,624
325175.7433,-120.2773388,46.09859022,612
325327.0582,-120.2752554,46.09867359,597
325478.3731,-120.2731719,46.09875697,591
325629.6881,-120.2710884,46.09884034,630
325781.003,-120.269005,46.09892371,653
325932.3179,-120.2669215,46.09900708,647
326083.6328,-120.2648381,46.09909045,637
326234.9477,-120.2627546,46.09917383,639
326386.2626,-120.2606711,46.0992572,613
326537.5775,-120.2585877,46.09934057,595
326688.8924,-120.2565042,46.09942394,587
326840.2073,-120.2544208,46.09950731,601
326991.5222,-120.2523373,46.09959068,621
327142.8372,-120.2502538,46.09967406,627
327294.1521,-120.2481704,46.09975743,624
327445.467,-120.2460869,46.0998408,623
327596.7819,-120.2440035,46.09992417,614
327748.0968,-120.24192,46.10000754,597
327899.4117,-120.2398366,46.10009092,576
328050.7266,-120.2377531,46.10017429,567
328202.0415,-120.2356696,46.10025766,574
328353.3564,-120.2335862,46.10034103,585
328504.6714,-120.2315027,46.1004244,578
328655.9863,-120.2294193,46.10050777,575
328807.3012,-120.2273358,46.10059115,580
328958.6161,-120.2252523,46.10067452,584
329109.931,-120.2231689,46.10075789,583
329261.2459,-120.2210854,46.10084126,580
329412.5608,-120.219002,46.10092463,580
329563.8757,-120.2169185,46.101008,592
329715.1906,-120.214835,46.10109138,607
329866.5056,-120.2127516,46.10117475,621
330017.8205,-120.2106681,46.10125812,630
330169.1354,-120.2085847,46.10134149,629
330320.4503,-120.2065012,46.10142486,626
330471.7652,-120.2044177,46.10150824,621
330623.0801,-120.2023343,46.10159161,615
330774.395,-120.2002508,46.10167498,625
330925.7099,-120.1981674,46.10175835,633
331077.0248,-120.1960839,46.10184172,636
331228.3398,-120.1940004,46.10192509,640
331379.6547,-120.191917,46.10200847,608
331530.9696,-120.1898335,46.10209184,593
331682.2845,-120.1877501,46.10217521,603
331833.5994,-120.1856666,46.10225858,620
331984.9143,-120.1835832,46.10234195,631
332136.2292,-120.1814997,46.10242533,652
332287.5441,-120.1794162,46.1025087,676
332438.859,-120.1773328,46.10259207,668
332590.1739,-120.1752493,46.10267544,639
332741.4889,-120.1731659,46.10275881,630
332892.8038,-120.1710824,46.10284218,664
333044.1187,-120.1689989,46.10292556,683
333195.4336,-120.1669155,46.10300893,703
333346.7485,-120.164832,46.1030923,715
333498.0634,-120.1627486,46.10317567,727
333649.3783,-120.1606651,46.10325904,734
333800.6932,-120.1585816,46.10334241,736
333952.0081,-120.1564982,46.10342579,747
334103.3231,-120.1544147,46.10350916,767
334254.638,-120.1523313,46.10359253,793
334405.9529,-120.1502478,46.1036759,794
334557.2678,-120.1481643,46.10375927,789
334708.5827,-120.1460809,46.10384265,785
334859.8976,-120.1439974,46.10392602,778
335011.2125,-120.141914,46.10400939,763
335162.5274,-120.1398305,46.10409276,714
335313.8423,-120.137747,46.10417613,716
335465.1573,-120.1356636,46.1042595,722
335616.4722,-120.1335801,46.10434288,702
335767.7871,-120.1314967,46.10442625,705
335919.102,-120.1294132,46.10450962,701
336070.4169,-120.1273298,46.10459299,698
336221.7318,-120.1252463,46.10467636,696
336373.0467,-120.1231628,46.10475974,706
336524.3616,-120.1210794,46.10484311,704
336675.6765,-120.1189959,46.10492648,697
336826.9914,-120.1169125,46.10500985,698
336978.3064,-120.114829,46.10509322,703
337129.6213,-120.1127455,46.10517659,707
337280.9362,-120.1106621,46.10525997,693
337432.2511,-120.1085786,46.10534334,672
337583.566,-120.1064952,46.10542671,665
337734.8809,-120.1044117,46.10551008,644
337886.1958,-120.1023282,46.10559345,620
338037.5107,-120.1002448,46.10567682,613
338188.8256,-120.0981613,46.1057602,613
338340.1406,-120.0960779,46.10584357,617
338491.4555,-120.0939944,46.10592694,621
338642.7704,-120.0919109,46.10601031,633
338794.0853,-120.0898275,46.10609368,631
338945.4002,-120.087744,46.10617706,613
339096.7151,-120.0856606,46.10626043,614
339248.03,-120.0835771,46.1063438,630
339399.3449,-120.0814936,46.10642717,635
339550.6598,-120.0794102,46.10651054,621
339701.9748,-120.0773267,46.10659391,621
339853.2897,-120.0752433,46.10667729,624
340004.6046,-120.0731598,46.10676066,625
340155.9195,-120.0710764,46.10684403,620
340307.2344,-120.0689929,46.1069274,621
340458.5493,-120.0669094,46.10701077,620
340609.8642,-120.064826,46.10709415,611
340761.1791,-120.0627425,46.10717752,617
340912.494,-120.0606591,46.10726089,619
341063.809,-120.0585756,46.10734426,622
341215.1239,-120.0564921,46.10742763,619
341366.4388,-120.0544087,46.107511,631
341517.7537,-120.0523252,46.10759438,635
341669.0686,-120.0502418,46.10767775,625
341820.3835,-120.0481583,46.10776112,605
341971.6984,-120.0460748,46.10784449,600
342123.0133,-120.0439914,46.10792786,619
342274.3282,-120.0419079,46.10801124,632
342425.6431,-120.0398245,46.10809461,645
342576.9581,-120.037741,46.10817798,647
342728.273,-120.0356575,46.10826135,614
342879.5879,-120.0335741,46.10834472,613
343030.9028,-120.0314906,46.10842809,606
343182.2177,-120.0294072,46.10851147,595
343333.5326,-120.0273237,46.10859484,588
343484.8475,-120.0252402,46.10867821,581
343636.1624,-120.0231568,46.10876158,577
343787.4773,-120.0210733,46.10884495,582
343938.7923,-120.0189899,46.10892832,580
344090.1072,-120.0169064,46.1090117,574
344241.4221,-120.014823,46.10909507,597
344392.737,-120.0127395,46.10917844,601
344544.0519,-120.010656,46.10926181,593
344695.3668,-120.0085726,46.10934518,575
344846.6817,-120.0064891,46.10942856,560
344997.9966,-120.0044057,46.10951193,560
345149.3115,-120.0023222,46.1095953,555
345300.6265,-120.0002387,46.10967867,563
345451.9414,-119.9981553,46.10976204,557
345603.2563,-119.9960718,46.10984541,557
345754.5712,-119.9939884,46.10992879,567
345905.8861,-119.9919049,46.11001216,562
346057.201,-119.9898214,46.11009553,554
346208.5159,-119.987738,46.1101789,559
346359.8308,-119.9856545,46.11026227,553
346511.1457,-119.9835711,46.11034565,530
346662.4607,-119.9814876,46.11042902,528
346813.7756,-119.9794041,46.11051239,526
346965.0905,-119.9773207,46.11059576,521
347116.4054,-119.9752372,46.11067913,507
347267.7203,-119.9731538,46.1107625,524
347419.0352,-119.9710703,46.11084588,526
347570.3501,-119.9689868,46.11092925,518
347721.665,-119.9669034,46.11101262,512
347872.9799,-119.9648199,46.11109599,503
348024.2948,-119.9627365,46.11117936,493
348175.6098,-119.960653,46.11126273,476
348326.9247,-119.9585696,46.11134611,450
348478.2396,-119.9564861,46.11142948,457
348629.5545,-119.9544026,46.11151285,479
348780.8694,-119.9523192,46.11159622,488
348932.1843,-119.9502357,46.11167959,490
349083.4992,-119.9481523,46.11176297,503
349234.8141,-119.9460688,46.11184634,507
349386.129,-119.9439853,46.11192971,509
349537.444,-119.9419019,46.11201308,514
349688.7589,-119.9398184,46.11209645,520
349840.0738,-119.937735,46.11217982,526
349991.3887,-119.9356515,46.1122632,532
350142.7036,-119.933568,46.11234657,535
350294.0185,-119.9314846,46.11242994,533
350445.3334,-119.9294011,46.11251331,537
350596.6483,-119.9273177,46.11259668,540
350747.9632,-119.9252342,46.11268006,540
350899.2782,-119.9231507,46.11276343,537
351050.5931,-119.9210673,46.1128468,536
351201.908,-119.9189838,46.11293017,533
351353.2229,-119.9169004,46.11301354,530
351504.5378,-119.9148169,46.11309691,529
351655.8527,-119.9127334,46.11318029,529
351807.1676,-119.91065,46.11326366,524
351958.4825,-119.9085665,46.11334703,520
352109.7974,-119.9064831,46.1134304,516
352261.1124,-119.9043996,46.11351377,510
352412.4273,-119.9023162,46.11359714,504
352563.7422,-119.9002327,46.11368052,493
352715.0571,-119.8981492,46.11376389,491
352866.372,-119.8960658,46.11384726,502
353017.6869,-119.8939823,46.11393063,502
353169.0018,-119.8918989,46.114014,499
353320.3167,-119.8898154,46.11409738,494
353471.6316,-119.8877319,46.11418075,490
353622.9465,-119.8856485,46.11426412,492
353774.2615,-119.883565,46.11434749,490
353925.5764,-119.8814816,46.11443086,488
354076.8913,-119.8793981,46.11451423,489
354228.2062,-119.8773146,46.11459761,481
354379.5211,-119.8752312,46.11468098,484
354530.836,-119.8731477,46.11476435,485
354682.1509,-119.8710643,46.11484772,484
354833.4658,-119.8689808,46.11493109,481
354984.7807,-119.8668973,46.11501447,477
355136.0957,-119.8648139,46.11509784,468
355287.4106,-119.8627304,46.11518121,466
355438.7255,-119.860647,46.11526458,472
355590.0404,-119.8585635,46.11534795,468
355741.3553,-119.85648,46.11543132,465
355892.6702,-119.8543966,46.1155147,462
356043.9851,-119.8523131,46.11559807,458
356195.3,-119.8502297,46.11568144,456
356346.6149,-119.8481462,46.11576481,452
356497.9299,-119.8460627,46.11584818,447
356649.2448,-119.8439793,46.11593155,443
356800.5597,-119.8418958,46.11601493,439
356951.8746,-119.8398124,46.1160983,435
357103.1895,-119.8377289,46.11618167,433
357254.5044,-119.8356455,46.11626504,433
357405.8193,-119.833562,46.11634841,431
357557.1342,-119.8314785,46.11643179,427
357708.4491,-119.8293951,46.11651516,419
357859.7641,-119.8273116,46.11659853,415
358011.079,-119.8252282,46.1166819,423
358162.3939,-119.8231447,46.11676527,422
358313.7088,-119.8210612,46.11684864,422
358465.0237,-119.8189778,46.11693202,419
358616.3386,-119.8168943,46.11701539,414
358767.6535,-119.8148109,46.11709876,409
358918.9684,-119.8127274,46.11718213,404
359070.2833,-119.8106439,46.1172655,402
359221.5982,-119.8085605,46.11734888,401
359372.9132,-119.806477,46.11743225,399
359524.2281,-119.8043936,46.11751562,398
359675.543,-119.8023101,46.11759899,394
359826.8579,-119.8002266,46.11768236,393
359978.1728,-119.7981432,46.11776573,395
360129.4877,-119.7960597,46.11784911,392
360280.8026,-119.7939763,46.11793248,389
360432.1175,-119.7918928,46.11801585,385
360583.4324,-119.7898093,46.11809922,383
360734.7474,-119.7877259,46.11818259,379
360886.0623,-119.7856424,46.11826597,378
361037.3772,-119.783559,46.11834934,374
361188.6921,-119.7814755,46.11843271,369
361340.007,-119.7793921,46.11851608,359
361491.3219,-119.7773086,46.11859945,354
361642.6368,-119.7752251,46.11868282,368
361793.9517,-119.7731417,46.1187662,371
361945.2666,-119.7710582,46.11884957,369
362096.5816,-119.7689748,46.11893294,365
362247.8965,-119.7668913,46.11901631,360
362399.2114,-119.7648078,46.11909968,360
362550.5263,-119.7627244,46.11918305,357
362701.8412,-119.7606409,46.11926643,354
362853.1561,-119.7585575,46.1193498,356
363004.471,-119.756474,46.11943317,353
363155.7859,-119.7543905,46.11951654,349
363307.1008,-119.7523071,46.11959991,347
363458.4158,-119.7502236,46.11968329,345
363609.7307,-119.7481402,46.11976666,345
363761.0456,-119.7460567,46.11985003,342
363912.3605,-119.7439732,46.1199334,338
364063.6754,-119.7418898,46.12001677,333
364214.9903,-119.7398063,46.12010014,338
364366.3052,-119.7377229,46.12018352,336
364517.6201,-119.7356394,46.12026689,332
364668.935,-119.7335559,46.12035026,328
364820.2499,-119.7314725,46.12043363,327
364971.5649,-119.729389,46.120517,324
365122.8798,-119.7273056,46.12060038,320
365274.1947,-119.7252221,46.12068375,316
365425.5096,-119.7231387,46.12076712,325
365576.8245,-119.7210552,46.12085049,324
365728.1394,-119.7189717,46.12093386,322
365879.4543,-119.7168883,46.12101723,319
366030.7692,-119.7148048,46.12110061,316
366182.0841,-119.7127214,46.12118398,313
366333.3991,-119.7106379,46.12126735,315
366484.714,-119.7085544,46.12135072,313
366636.0289,-119.706471,46.12143409,310
366787.3438,-119.7043875,46.12151746,308
366938.6587,-119.7023041,46.12160084,307
367089.9736,-119.7002206,46.12168421,308
367241.2885,-119.6981371,46.12176758,302
367392.6034,-119.6960537,46.12185095,304
367543.9183,-119.6939702,46.12193432,308
367695.2333,-119.6918868,46.1220177,307
367846.5482,-119.6898033,46.12210107,306
367997.8631,-119.6877198,46.12218444,304
368149.178,-119.6856364,46.12226781,301
368300.4929,-119.6835529,46.12235118,304
368451.8078,-119.6814695,46.12243455,310
368603.1227,-119.679386,46.12251793,314
368754.4376,-119.6773025,46.1226013,309
368905.7525,-119.6752191,46.12268467,302
369057.0675,-119.6731356,46.12276804,298
369208.3824,-119.6710522,46.12285141,299
369359.6973,-119.6689687,46.12293479,300
369511.0122,-119.6668853,46.12301816,298
369662.3271,-119.6648018,46.12310153,296
369813.642,-119.6627183,46.1231849,298
369964.9569,-119.6606349,46.12326827,289
370116.2718,-119.6585514,46.12335164,282
370267.5867,-119.656468,46.12343502,292
370418.9016,-119.6543845,46.12351839,296
370570.2166,-119.652301,46.12360176,290
370721.5315,-119.6502176,46.12368513,296
370872.8464,-119.6481341,46.1237685,305
371024.1613,-119.6460507,46.12385187,305
371175.4762,-119.6439672,46.12393525,305
371326.7911,-119.6418837,46.12401862,303
371478.106,-119.6398003,46.12410199,306
371629.4209,-119.6377168,46.12418536,308
371780.7358,-119.6356334,46.12426873,312
371932.0508,-119.6335499,46.12435211,314
372083.3657,-119.6314664,46.12443548,314
372234.6806,-119.629383,46.12451885,314
372385.9955,-119.6272995,46.12460222,314
372537.3104,-119.6252161,46.12468559,315
372688.6253,-119.6231326,46.12476896,316
372839.9402,-119.6210491,46.12485234,315
372991.2551,-119.6189657,46.12493571,318
373142.57,-119.6168822,46.12501908,314
373293.885,-119.6147988,46.12510245,320
373445.1999,-119.6127153,46.12518582,324
373596.5148,-119.6106319,46.1252692,326
373747.8297,-119.6085484,46.12535257,319
373899.1446,-119.6064649,46.12543594,323
374050.4595,-119.6043815,46.12551931,328
374201.7744,-119.602298,46.12560268,329
374353.0893,-119.6002146,46.12568605,330
374504.4042,-119.5981311,46.12576943,330
374655.7192,-119.5960476,46.1258528,332
374807.0341,-119.5939642,46.12593617,335
374958.349,-119.5918807,46.12601954,336
375109.6639,-119.5897973,46.12610291,338
375260.9788,-119.5877138,46.12618628,340
375412.2937,-119.5856303,46.12626966,341
375563.6086,-119.5835469,46.12635303,343
375714.9235,-119.5814634,46.1264364,345
375866.2384,-119.57938,46.12651977,346
376017.5533,-119.5772965,46.12660314,347
376168.8683,-119.575213,46.12668652,350
376320.1832,-119.5731296,46.12676989,351
376471.4981,-119.5710461,46.12685326,354
376622.813,-119.5689627,46.12693663,353
376774.1279,-119.5668792,46.12702,350
376925.4428,-119.5647957,46.12710337,346
377076.7577,-119.5627123,46.12718675,355
377228.0726,-119.5606288,46.12727012,359
377379.3875,-119.5585454,46.12735349,361
377530.7025,-119.5564619,46.12743686,362
377682.0174,-119.5543785,46.12752023,365
377833.3323,-119.552295,46.12760361,368
377984.6472,-119.5502115,46.12768698,369
378135.9621,-119.5481281,46.12777035,368
378287.277,-119.5460446,46.12785372,364
378438.5919,-119.5439612,46.12793709,362
378589.9068,-119.5418777,46.12802046,369
378741.2217,-119.5397942,46.12810384,372
378892.5367,-119.5377108,46.12818721,376
379043.8516,-119.5356273,46.12827058,380
379195.1665,-119.5335439,46.12835395,382
379346.4814,-119.5314604,46.12843732,385
379497.7963,-119.5293769,46.12852069,388
379649.1112,-119.5272935,46.12860407,391
379800.4261,-119.52521,46.12868744,390
379951.741,-119.5231266,46.12877081,391
380103.0559,-119.5210431,46.12885418,392
380254.3709,-119.5189596,46.12893755,392
380405.6858,-119.5168762,46.12902093,395
380557.0007,-119.5147927,46.1291043,395
380708.3156,-119.5127093,46.12918767,397
380859.6305,-119.5106258,46.12927104,394
381010.9454,-119.5085423,46.12935441,392
381162.2603,-119.5064589,46.12943778,398
381313.5752,-119.5043754,46.12952116,403
381464.8901,-119.502292,46.12960453,405
381616.205,-119.5002085,46.1296879,407
381767.52,-119.4981251,46.12977127,409
381918.8349,-119.4960416,46.12985464,411
382070.1498,-119.4939581,46.12993802,413
382221.4647,-119.4918747,46.13002139,414
382372.7796,-119.4897912,46.13010476,416
382524.0945,-119.4877078,46.13018813,419
382675.4094,-119.4856243,46.1302715,420
382826.7243,-119.4835408,46.13035487,422
382978.0392,-119.4814574,46.13043825,424
383129.3542,-119.4793739,46.13052162,425
383280.6691,-119.4772905,46.13060499,427
383431.984,-119.475207,46.13068836,429
383583.2989,-119.4731235,46.13077173,429
383734.6138,-119.4710401,46.13085511,429
383885.9287,-119.4689566,46.13093848,431
384037.2436,-119.4668732,46.13102185,434
384188.5585,-119.4647897,46.13110522,435
384339.8734,-119.4627062,46.13118859,439
384491.1884,-119.4606228,46.13127196,438
384642.5033,-119.4585393,46.13135534,433
384793.8182,-119.4564559,46.13143871,428
384945.1331,-119.4543724,46.13152208,431
385096.448,-119.4522889,46.13160545,437
385247.7629,-119.4502055,46.13168882,443
385399.0778,-119.448122,46.13177219,447
385550.3927,-119.4460386,46.13185557,451
385701.7076,-119.4439551,46.13193894,453
385853.0226,-119.4418717,46.13202231,456
386004.3375,-119.4397882,46.13210568,458
386155.6524,-119.4377047,46.13218905,461
386306.9673,-119.4356213,46.13227243,465
386458.2822,-119.4335378,46.1323558,467
386609.5971,-119.4314544,46.13243917,469
386760.912,-119.4293709,46.13252254,470
386912.2269,-119.4272874,46.13260591,470
387063.5418,-119.425204,46.13268928,468
387214.8567,-119.4231205,46.13277266,466
387366.1717,-119.4210371,46.13285603,464
387517.4866,-119.4189536,46.1329394,469
387668.8015,-119.4168701,46.13302277,470
387820.1164,-119.4147867,46.13310614,468
387971.4313,-119.4127032,46.13318952,469
388122.7462,-119.4106198,46.13327289,472
388274.0611,-119.4085363,46.13335626,475
388425.376,-119.4064528,46.13343963,480
388576.6909,-119.4043694,46.133523,486
388728.0059,-119.4022859,46.13360637,491
388879.3208,-119.4002025,46.13368975,496
389030.6357,-119.398119,46.13377312,501
389181.9506,-119.3960355,46.13385649,504
389333.2655,-119.3939521,46.13393986,509
389484.5804,-119.3918686,46.13402323,514
389635.8953,-119.3897852,46.1341066,519
389787.2102,-119.3877017,46.13418998,523
389938.5251,-119.3856182,46.13427335,522
390089.8401,-119.3835348,46.13435672,518
390241.155,-119.3814513,46.13444009,520
390392.4699,-119.3793679,46.13452346,526
390543.7848,-119.3772844,46.13460684,531
390695.0997,-119.375201,46.13469021,535
390846.4146,-119.3731175,46.13477358,540
390997.7295,-119.371034,46.13485695,542
391149.0444,-119.3689506,46.13494032,545
391300.3593,-119.3668671,46.13502369,543
391451.6743,-119.3647837,46.13510707,540
391602.9892,-119.3627002,46.13519044,535
391754.3041,-119.3606167,46.13527381,528
391905.619,-119.3585333,46.13535718,506
392056.9339,-119.3564498,46.13544055,497
392208.2488,-119.3543664,46.13552393,497
392359.5637,-119.3522829,46.1356073,481
392510.8786,-119.3501994,46.13569067,469
392662.1935,-119.348116,46.13577404,467
392813.5084,-119.3460325,46.13585741,478
392964.8234,-119.3439491,46.13594078,469
393116.1383,-119.3418656,46.13602416,468
393267.4532,-119.3397821,46.13610753,477
393418.7681,-119.3376987,46.1361909,487
393570.083,-119.3356152,46.13627427,497
393721.3979,-119.3335318,46.13635764,514
393872.7128,-119.3314483,46.13644101,524
394024.0277,-119.3293648,46.13652439,527
394175.3426,-119.3272814,46.13660776,537
394326.6576,-119.3251979,46.13669113,540
394477.9725,-119.3231145,46.1367745,541
394629.2874,-119.321031,46.13685787,540
394780.6023,-119.3189476,46.13694125,540
394931.9172,-119.3168641,46.13702462,538
395083.2321,-119.3147806,46.13710799,528
395234.547,-119.3126972,46.13719136,517
395385.8619,-119.3106137,46.13727473,517
395537.1768,-119.3085303,46.1373581,513
395688.4918,-119.3064468,46.13744148,489
395839.8067,-119.3043633,46.13752485,487
395991.1216,-119.3022799,46.13760822,486
396142.4365,-119.3001964,46.13769159,483
396293.7514,-119.298113,46.13777496,483
396445.0663,-119.2960295,46.13785834,481
396596.3812,-119.293946,46.13794171,479
396747.6961,-119.2918626,46.13802508,475
396899.011,-119.2897791,46.13810845,471
397050.3259,-119.2876957,46.13819182,464
397201.6409,-119.2856122,46.13827519,455
397352.9558,-119.2835287,46.13835857,447
397504.2707,-119.2814453,46.13844194,435
397655.5856,-119.2793618,46.13852531,423
397806.9005,-119.2772784,46.13860868,417
397958.2154,-119.2751949,46.13869205,409
398109.5303,-119.2731114,46.13877542,395
398260.8452,-119.271028,46.1388588,364
398412.1601,-119.2689445,46.13894217,381
398563.4751,-119.2668611,46.13902554,397
398714.79,-119.2647776,46.13910891,402
398866.1049,-119.2626942,46.13919228,402
399017.4198,-119.2606107,46.13927566,402
399168.7347,-119.2585272,46.13935903,400
399320.0496,-119.2564438,46.1394424,396
